,time,assetCode,assetName,volume,open,close,result,binary_result,provider,sentimentClass,sentimentNegative,sentimentNeutral,sentimentPositive,urgency,firstMentionSentence,bodySize,wordCount,sentenceCount
22988,2007-07-25,RES.N,RPC Inc,2491850.0,15.15,12.98,-2.17,0.0,RTRS,0.0,0.0297445,0.9265129999999999,0.043742199999999995,1.0,1.0,0.0,10.0,1.0
22989,2007-07-25,RES.N,RPC Inc,2491850.0,15.15,12.98,-2.17,0.0,RTRS,-1.0,0.3883,0.361115,0.250585,3.0,1.0,534.0,106.0,2.0
22990,2007-07-25,RES.N,RPC Inc,2491850.0,15.15,12.98,-2.17,0.0,RTRS,-1.0,0.781184,0.147049,0.07176669999999999,3.0,1.0,1651.0,317.0,12.0
22992,2007-07-25,RFMD.O,RF Micro Devices Inc,44111284.0,6.99,7.12,0.1299999999999999,1.0,RTRS,-1.0,0.384381,0.315663,0.299956,3.0,10.0,2030.0,384.0,21.0
22993,2007-07-25,RFMD.O,RF Micro Devices Inc,44111284.0,6.99,7.12,0.1299999999999999,1.0,RTRS,-1.0,0.384381,0.315663,0.299956,3.0,10.0,2076.0,394.0,21.0
22997,2007-07-25,RHI.N,Robert Half International Inc,3274209.0,36.09,36.25,0.1599999999999966,1.0,RTRS,0.0,0.0112247,0.786875,0.2019,3.0,0.0,260.0,61.0,4.0
23006,2007-07-25,ROK.N,Rockwell Automation Inc,4191279.0,70.68,71.67,0.9899999999999949,1.0,RTRS,0.0,0.0211208,0.9250139999999999,0.05386509999999999,1.0,1.0,0.0,11.0,1.0
23007,2007-07-25,ROK.N,Rockwell Automation Inc,4191279.0,70.68,71.67,0.9899999999999949,1.0,RTRS,0.0,0.019444299999999998,0.9148569999999999,0.0656983,1.0,1.0,0.0,15.0,1.0
23008,2007-07-25,ROK.N,Rockwell Automation Inc,4191279.0,70.68,71.67,0.9899999999999949,1.0,RTRS,1.0,0.00684164,0.436251,0.5569069999999999,1.0,1.0,0.0,13.0,1.0
23009,2007-07-25,ROK.N,Rockwell Automation Inc,4191279.0,70.68,71.67,0.9899999999999949,1.0,RTRS,0.0,0.135428,0.618634,0.245937,1.0,1.0,0.0,12.0,1.0
23010,2007-07-25,ROK.N,Rockwell Automation Inc,4191279.0,70.68,71.67,0.9899999999999949,1.0,RTRS,0.0,0.013256200000000001,0.795659,0.19108499999999998,1.0,1.0,0.0,16.0,1.0
23011,2007-07-25,ROK.N,Rockwell Automation Inc,4191279.0,70.68,71.67,0.9899999999999949,1.0,RTRS,0.0,0.0141482,0.810077,0.175775,1.0,1.0,0.0,8.0,1.0
23012,2007-07-25,ROK.N,Rockwell Automation Inc,4191279.0,70.68,71.67,0.9899999999999949,1.0,BSW,0.0,0.192202,0.587237,0.220561,3.0,1.0,34420.0,4447.0,120.0
23013,2007-07-25,ROK.N,Rockwell Automation Inc,4191279.0,70.68,71.67,0.9899999999999949,1.0,RTRS,1.0,0.0348513,0.12222999999999999,0.8429190000000001,3.0,1.0,1497.0,287.0,10.0
23014,2007-07-25,ROK.N,Rockwell Automation Inc,4191279.0,70.68,71.67,0.9899999999999949,1.0,RTRS,1.0,0.0555351,0.13714400000000002,0.807321,3.0,1.0,2350.0,434.0,18.0
23015,2007-07-25,ROK.N,Rockwell Automation Inc,4191279.0,70.68,71.67,0.9899999999999949,1.0,RTRS,-1.0,0.703982,0.206641,0.0893769,1.0,1.0,0.0,11.0,1.0
23016,2007-07-25,ROK.N,Rockwell Automation Inc,4191279.0,70.68,71.67,0.9899999999999949,1.0,RTRS,-1.0,0.492703,0.314236,0.19306099999999998,1.0,1.0,0.0,22.0,1.0
23017,2007-07-25,ROK.N,Rockwell Automation Inc,4191279.0,70.68,71.67,0.9899999999999949,1.0,RTRS,-1.0,0.518073,0.269255,0.212673,3.0,1.0,392.0,81.0,6.0
23018,2007-07-25,ROK.N,Rockwell Automation Inc,4191279.0,70.68,71.67,0.9899999999999949,1.0,RTRS,1.0,0.0421218,0.128218,0.8296610000000001,3.0,1.0,2735.0,517.0,21.0
23019,2007-07-25,ROK.N,Rockwell Automation Inc,4191279.0,70.68,71.67,0.9899999999999949,1.0,RTRS,-1.0,0.37441599999999997,0.307218,0.318366,3.0,1.0,6024.0,854.0,60.0
23020,2007-07-25,ROK.N,Rockwell Automation Inc,4191279.0,70.68,71.67,0.9899999999999949,1.0,RTRS,-1.0,0.619736,0.129838,0.250425,3.0,2.0,2853.0,499.0,21.0
23021,2007-07-25,ROK.N,Rockwell Automation Inc,4191279.0,70.68,71.67,0.9899999999999949,1.0,RTRS,-1.0,0.619736,0.129838,0.250425,3.0,2.0,2853.0,499.0,21.0
23022,2007-07-25,ROK.N,Rockwell Automation Inc,4191279.0,70.68,71.67,0.9899999999999949,1.0,RTRS,-1.0,0.619736,0.129838,0.250425,3.0,2.0,5270.0,845.0,82.0
23023,2007-07-25,ROK.N,Rockwell Automation Inc,4191279.0,70.68,71.67,0.9899999999999949,1.0,RTRS,1.0,0.030556599999999996,0.118099,0.8513440000000001,3.0,18.0,2655.0,495.0,24.0
23024,2007-07-25,ROK.N,Rockwell Automation Inc,4191279.0,70.68,71.67,0.9899999999999949,1.0,RTRS,1.0,0.030556599999999996,0.118099,0.8513440000000001,3.0,18.0,2655.0,495.0,24.0
23025,2007-07-25,ROK.N,Rockwell Automation Inc,4191279.0,70.68,71.67,0.9899999999999949,1.0,RTRS,1.0,0.030556599999999996,0.118099,0.8513440000000001,3.0,18.0,5072.0,841.0,85.0
23026,2007-07-25,ROK.N,Rockwell Automation Inc,4191279.0,70.68,71.67,0.9899999999999949,1.0,RTRS,1.0,0.0481324,0.132511,0.819357,3.0,1.0,3223.0,618.0,26.0
23027,2007-07-25,ROK.N,Rockwell Automation Inc,4191279.0,70.68,71.67,0.9899999999999949,1.0,RTRS,1.0,0.0342752,0.128459,0.8372649999999999,3.0,1.0,1846.0,346.0,13.0
23038,2007-07-25,RTI.N,RTI International Metals Inc,1854049.0,81.5,77.43,-4.069999999999993,0.0,BSW,-1.0,0.720132,0.237125,0.042742699999999995,3.0,1.0,5321.0,868.0,28.0
23039,2007-07-25,RTI.N,RTI International Metals Inc,1854049.0,81.5,77.43,-4.069999999999993,0.0,RTRS,-1.0,0.8191430000000001,0.125228,0.0556284,1.0,1.0,0.0,10.0,1.0
23040,2007-07-25,RTI.N,RTI International Metals Inc,1854049.0,81.5,77.43,-4.069999999999993,0.0,RTRS,-1.0,0.812649,0.129038,0.0583126,1.0,1.0,0.0,26.0,1.0
23041,2007-07-25,RTI.N,RTI International Metals Inc,1854049.0,81.5,77.43,-4.069999999999993,0.0,RTRS,0.0,0.019097,0.926531,0.0543721,1.0,1.0,0.0,28.0,1.0
23042,2007-07-25,RTI.N,RTI International Metals Inc,1854049.0,81.5,77.43,-4.069999999999993,0.0,RTRS,-1.0,0.816307,0.126896,0.0567966,1.0,1.0,0.0,23.0,1.0
23043,2007-07-25,RTI.N,RTI International Metals Inc,1854049.0,81.5,77.43,-4.069999999999993,0.0,RTRS,-1.0,0.8191430000000001,0.125229,0.05562859999999999,1.0,1.0,0.0,22.0,1.0
23044,2007-07-25,RTI.N,RTI International Metals Inc,1854049.0,81.5,77.43,-4.069999999999993,0.0,RTRS,-1.0,0.790044,0.14283800000000002,0.067118,3.0,1.0,829.0,150.0,5.0
23046,2007-07-25,RTP.N,Rio Tinto PLC,789200.0,302.77,296.65,-6.1200000000000045,0.0,RTRS,1.0,0.16660999999999998,0.3312,0.502189,3.0,6.0,3284.0,611.0,28.0
23047,2007-07-25,RTP.N,Rio Tinto PLC,789200.0,302.77,296.65,-6.1200000000000045,0.0,RNS,1.0,0.0393416,0.1261,0.834559,3.0,1.0,4473.0,677.0,23.0
23052,2007-07-25,RYI.N,Ryerson Holding Corp,1531719.0,33.84,32.75,-1.0900000000000034,0.0,RTRS,1.0,0.23107199999999997,0.32910700000000004,0.439821,3.0,8.0,4689.0,896.0,35.0
23053,2007-07-25,RYI.N,Ryerson Holding Corp,1531719.0,33.84,32.75,-1.0900000000000034,0.0,PRN,0.0,0.149378,0.616516,0.23410599999999998,3.0,1.0,1270.0,238.0,12.0
23054,2007-07-25,RYL.N,Ryland Group Inc,2745619.0,33.0,32.92,-0.0799999999999983,0.0,PRN,0.0,0.38559,0.49753100000000006,0.116879,3.0,1.0,24708.0,3675.0,95.0
23055,2007-07-25,RYL.N,Ryland Group Inc,2745619.0,33.0,32.92,-0.0799999999999983,0.0,RTRS,-1.0,0.819144,0.125228,0.0556283,1.0,1.0,0.0,9.0,1.0
23056,2007-07-25,RYL.N,Ryland Group Inc,2745619.0,33.0,32.92,-0.0799999999999983,0.0,RTRS,0.0,0.149269,0.61654,0.234192,1.0,1.0,0.0,10.0,1.0
23057,2007-07-25,RYL.N,Ryland Group Inc,2745619.0,33.0,32.92,-0.0799999999999983,0.0,RTRS,0.0,0.015940299999999998,0.8057350000000001,0.178325,1.0,1.0,0.0,12.0,1.0
23058,2007-07-25,RYL.N,Ryland Group Inc,2745619.0,33.0,32.92,-0.0799999999999983,0.0,RTRS,1.0,0.029172000000000003,0.116671,0.8541569999999999,1.0,1.0,0.0,12.0,1.0
23059,2007-07-25,RYL.N,Ryland Group Inc,2745619.0,33.0,32.92,-0.0799999999999983,0.0,RTRS,-1.0,0.816908,0.12654300000000002,0.05654869999999999,3.0,1.0,512.0,107.0,4.0
23060,2007-07-25,RYN.N,Rayonier Inc,983022.0,45.23,45.66,0.4299999999999997,1.0,RTRS,0.0,0.011288600000000001,0.7872560000000001,0.201455,3.0,0.0,274.0,63.0,4.0
23061,2007-07-25,SAF.N,Safeco Corp,839060.0,58.72,58.6,-0.11999999999999744,0.0,PRN,1.0,0.0626875,0.199293,0.738019,3.0,1.0,2482.0,392.0,16.0
23065,2007-07-25,SAPE.O,Sapient Corp,989226.0,7.78,7.63,-0.15000000000000036,0.0,RTRS,0.0,0.0217135,0.926268,0.0520189,1.0,1.0,0.0,10.0,1.0
23066,2007-07-25,SAPE.O,Sapient Corp,989226.0,7.78,7.63,-0.15000000000000036,0.0,RTRS,0.0,0.170194,0.611646,0.21816,3.0,0.0,475.0,95.0,4.0
23067,2007-07-25,SAY.N,Satyam Computer Services Ltd,1414800.0,27.75,27.41,-0.33999999999999986,0.0,BSE,0.0,0.0124545,0.79278,0.194766,3.0,1.0,506.0,96.0,3.0
23069,2007-07-25,SBGI.O,Sinclair Broadcast Group Inc,601029.0,14.42,14.45,0.02999999999999936,1.0,PRN,0.0,0.18043599999999999,0.605086,0.21447800000000003,3.0,1.0,1288.0,266.0,14.0
23073,2007-07-25,SBUX.O,Starbucks Corp,12609329.0,28.29,27.96,-0.3299999999999983,0.0,CNW,1.0,0.132804,0.163662,0.703534,3.0,4.0,3719.0,739.0,34.0
23074,2007-07-25,SBUX.O,Starbucks Corp,12609329.0,28.29,27.96,-0.3299999999999983,0.0,RTRS,-1.0,0.6594220000000001,0.21030100000000002,0.130277,3.0,13.0,1802.0,348.0,20.0
23075,2007-07-25,SBUX.O,Starbucks Corp,12609329.0,28.29,27.96,-0.3299999999999983,0.0,RTRS,0.0,0.0166642,0.9210649999999999,0.062270900000000004,3.0,1.0,823.0,157.0,6.0
23081,2007-07-25,SCRX.O,Shionogi Pharma Inc,461434.0,23.18,23.3,0.120000000000001,1.0,RTRS,0.0,0.15846300000000002,0.614621,0.22691599999999998,1.0,1.0,0.0,15.0,1.0
23082,2007-07-25,SCRX.O,Shionogi Pharma Inc,461434.0,23.18,23.3,0.120000000000001,1.0,RTRS,0.0,0.146576,0.6170260000000001,0.23639899999999997,1.0,1.0,0.0,9.0,1.0
23083,2007-07-25,SCRX.O,Shionogi Pharma Inc,461434.0,23.18,23.3,0.120000000000001,1.0,BSW,-1.0,0.506572,0.38510900000000003,0.10832,3.0,1.0,30020.0,4425.0,166.0
23084,2007-07-25,SCRX.O,Shionogi Pharma Inc,461434.0,23.18,23.3,0.120000000000001,1.0,RTRS,1.0,0.0068759,0.43668,0.5564439999999999,1.0,1.0,0.0,12.0,1.0
23085,2007-07-25,SCRX.O,Shionogi Pharma Inc,461434.0,23.18,23.3,0.120000000000001,1.0,RTRS,0.0,0.013408000000000002,0.5066039999999999,0.479988,1.0,1.0,0.0,17.0,1.0
23086,2007-07-25,SCRX.O,Shionogi Pharma Inc,461434.0,23.18,23.3,0.120000000000001,1.0,RTRS,0.0,0.0141482,0.810077,0.175775,1.0,1.0,0.0,11.0,1.0
23087,2007-07-25,SCRX.O,Shionogi Pharma Inc,461434.0,23.18,23.3,0.120000000000001,1.0,RTRS,0.0,0.08376449999999999,0.47072600000000003,0.44551,3.0,1.0,593.0,122.0,3.0
23089,2007-07-25,SCSS.O,Select Comfort Corp,1176512.0,16.4,16.22,-0.17999999999999972,0.0,RTRS,0.0,0.112523,0.619498,0.267979,1.0,1.0,0.0,7.0,1.0
23090,2007-07-25,SCSS.O,Select Comfort Corp,1176512.0,16.4,16.22,-0.17999999999999972,0.0,RTRS,0.0,0.14344400000000002,0.617545,0.239011,1.0,1.0,0.0,8.0,1.0
23091,2007-07-25,SCSS.O,Select Comfort Corp,1176512.0,16.4,16.22,-0.17999999999999972,0.0,RTRS,0.0,0.157039,0.614943,0.22801799999999997,1.0,1.0,0.0,14.0,1.0
23092,2007-07-25,SCSS.O,Select Comfort Corp,1176512.0,16.4,16.22,-0.17999999999999972,0.0,RTRS,-1.0,0.819125,0.12523900000000002,0.055636,1.0,1.0,0.0,13.0,1.0
23093,2007-07-25,SCSS.O,Select Comfort Corp,1176512.0,16.4,16.22,-0.17999999999999972,0.0,RTRS,0.0,0.15846300000000002,0.614621,0.22691599999999998,1.0,1.0,0.0,15.0,1.0
23094,2007-07-25,SCSS.O,Select Comfort Corp,1176512.0,16.4,16.22,-0.17999999999999972,0.0,RTRS,0.0,0.017152,0.898999,0.08384939999999999,1.0,1.0,0.0,18.0,1.0
23095,2007-07-25,SCSS.O,Select Comfort Corp,1176512.0,16.4,16.22,-0.17999999999999972,0.0,BSW,1.0,0.21527800000000002,0.342968,0.441754,3.0,1.0,23257.0,2960.0,89.0
23096,2007-07-25,SCSS.O,Select Comfort Corp,1176512.0,16.4,16.22,-0.17999999999999972,0.0,RTRS,-1.0,0.550318,0.382261,0.06742139999999999,3.0,1.0,759.0,151.0,6.0
23098,2007-07-25,SEE.N,Sealed Air Corp,2564393.0,28.8,29.28,0.4800000000000004,1.0,RTRS,1.0,0.164286,0.394395,0.44131800000000004,1.0,1.0,0.0,15.0,1.0
23099,2007-07-25,SEE.N,Sealed Air Corp,2564393.0,28.8,29.28,0.4800000000000004,1.0,RTRS,0.0,0.0141482,0.810077,0.175775,1.0,1.0,0.0,15.0,1.0
23100,2007-07-25,SEE.N,Sealed Air Corp,2564393.0,28.8,29.28,0.4800000000000004,1.0,RTRS,0.0,0.15846300000000002,0.614621,0.22691599999999998,1.0,1.0,0.0,15.0,1.0
23101,2007-07-25,SEE.N,Sealed Air Corp,2564393.0,28.8,29.28,0.4800000000000004,1.0,RTRS,0.0,0.161718,0.6138520000000001,0.22443000000000002,1.0,1.0,0.0,21.0,1.0
23102,2007-07-25,SEE.N,Sealed Air Corp,2564393.0,28.8,29.28,0.4800000000000004,1.0,BSW,1.0,0.16225,0.169961,0.6677890000000001,3.0,1.0,41864.0,5651.0,169.0
23103,2007-07-25,SEE.N,Sealed Air Corp,2564393.0,28.8,29.28,0.4800000000000004,1.0,RTRS,0.0,0.161718,0.6138520000000001,0.22443000000000002,1.0,1.0,0.0,21.0,1.0
23104,2007-07-25,SEE.N,Sealed Air Corp,2564393.0,28.8,29.28,0.4800000000000004,1.0,RTRS,0.0,0.157527,0.614834,0.22763899999999998,1.0,1.0,0.0,21.0,1.0
23105,2007-07-25,SEE.N,Sealed Air Corp,2564393.0,28.8,29.28,0.4800000000000004,1.0,RTRS,1.0,0.298962,0.17311400000000002,0.527924,3.0,1.0,1561.0,321.0,12.0
23106,2007-07-25,SEIC.O,SEI Investments Co,1724937.0,27.6,27.73,0.129999999999999,1.0,PRN,1.0,0.17366600000000001,0.19124000000000002,0.635095,3.0,1.0,19856.0,2664.0,87.0
23107,2007-07-25,SEIC.O,SEI Investments Co,1724937.0,27.6,27.73,0.129999999999999,1.0,RTRS,0.0,0.0141482,0.810077,0.175775,1.0,1.0,0.0,6.0,1.0
23108,2007-07-25,SEIC.O,SEI Investments Co,1724937.0,27.6,27.73,0.129999999999999,1.0,RTRS,0.0,0.0141482,0.810077,0.175775,1.0,1.0,0.0,7.0,1.0
23109,2007-07-25,SEIC.O,SEI Investments Co,1724937.0,27.6,27.73,0.129999999999999,1.0,RTRS,0.0,0.013408000000000002,0.5066039999999999,0.479988,1.0,1.0,0.0,17.0,1.0
23110,2007-07-25,SEIC.O,SEI Investments Co,1724937.0,27.6,27.73,0.129999999999999,1.0,RTRS,1.0,0.110921,0.383326,0.5057520000000001,3.0,1.0,768.0,148.0,4.0
23111,2007-07-25,SEIC.O,SEI Investments Co,1724937.0,27.6,27.73,0.129999999999999,1.0,PRN,1.0,0.0370094,0.124124,0.838867,3.0,1.0,1217.0,219.0,9.0
23112,2007-07-25,SEIC.O,SEI Investments Co,1724937.0,27.6,27.73,0.129999999999999,1.0,RTRS,1.0,0.0278416,0.11525999999999999,0.856899,1.0,1.0,0.0,8.0,1.0
23113,2007-07-25,SEIC.O,SEI Investments Co,1724937.0,27.6,27.73,0.129999999999999,1.0,RTRS,0.0,0.0141482,0.810077,0.175775,3.0,1.0,28.0,21.0,4.0
23116,2007-07-25,SFG.N,StanCorp Financial Group Inc,279300.0,49.55,50.09,0.5400000000000063,1.0,RTRS,0.0,0.176059,0.609958,0.213982,1.0,1.0,0.0,11.0,1.0
23117,2007-07-25,SFG.N,StanCorp Financial Group Inc,279300.0,49.55,50.09,0.5400000000000063,1.0,PRN,-1.0,0.564652,0.22073600000000002,0.21461100000000002,3.0,1.0,28946.0,4353.0,125.0
23118,2007-07-25,SFG.N,StanCorp Financial Group Inc,279300.0,49.55,50.09,0.5400000000000063,1.0,RTRS,0.0,0.151604,0.616089,0.232307,1.0,1.0,0.0,11.0,1.0
23119,2007-07-25,SFG.N,StanCorp Financial Group Inc,279300.0,49.55,50.09,0.5400000000000063,1.0,RTRS,0.0,0.14507,0.617282,0.237648,1.0,1.0,0.0,17.0,1.0
23120,2007-07-25,SFG.N,StanCorp Financial Group Inc,279300.0,49.55,50.09,0.5400000000000063,1.0,RTRS,0.0,0.015940299999999998,0.8057350000000001,0.178325,1.0,1.0,0.0,12.0,1.0
23121,2007-07-25,SFG.N,StanCorp Financial Group Inc,279300.0,49.55,50.09,0.5400000000000063,1.0,RTRS,0.0,0.020187,0.9209430000000001,0.0588702,1.0,1.0,0.0,13.0,1.0
23122,2007-07-25,SFG.N,StanCorp Financial Group Inc,279300.0,49.55,50.09,0.5400000000000063,1.0,RTRS,1.0,0.098786,0.439543,0.461671,3.0,1.0,640.0,123.0,2.0
23132,2007-07-25,SII.N,Smith International Inc,4198203.0,60.85,63.34,2.490000000000002,1.0,RTRS,1.0,0.0109981,0.357485,0.631517,3.0,9.0,9337.0,840.0,60.0
23135,2007-07-25,SINA.O,SINA Corp,1215550.0,43.82,42.28,-1.5399999999999991,0.0,RTRS,1.0,0.0825251,0.212294,0.7051810000000001,3.0,0.0,1342.0,271.0,12.0
23136,2007-07-25,SINA.O,SINA Corp,1215550.0,43.82,42.28,-1.5399999999999991,0.0,RTRS,1.0,0.101357,0.353298,0.5453439999999999,3.0,0.0,2222.0,429.0,17.0
23140,2007-07-25,SKM.N,SK Telecom Co Ltd,1121900.0,29.45,29.66,0.21000000000000085,1.0,RTRS,0.0,0.0391033,0.682769,0.27812800000000004,3.0,4.0,1050.0,179.0,8.0
23141,2007-07-25,SKM.N,SK Telecom Co Ltd,1121900.0,29.45,29.66,0.21000000000000085,1.0,RTRS,1.0,0.117376,0.16036199999999998,0.722262,3.0,1.0,2203.0,405.0,17.0
23142,2007-07-25,SKM.N,SK Telecom Co Ltd,1121900.0,29.45,29.66,0.21000000000000085,1.0,RTRS,1.0,0.0370939,0.12418299999999999,0.838723,3.0,19.0,3996.0,722.0,34.0
23145,2007-07-25,SKX.N,Skechers USA Inc,5645800.0,23.11,22.27,-0.8399999999999999,0.0,RTRS,0.0,0.011257,0.7870699999999999,0.201673,3.0,0.0,261.0,62.0,4.0
23147,2007-07-25,SLAB.O,Silicon Laboratories Inc,2241783.0,37.98,35.95,-2.029999999999994,0.0,BSW,0.0,0.346192,0.47928000000000004,0.174527,3.0,1.0,16466.0,2064.0,88.0
23148,2007-07-25,SLAB.O,Silicon Laboratories Inc,2241783.0,37.98,35.95,-2.029999999999994,0.0,RTRS,0.0,0.130723,0.619101,0.250176,1.0,1.0,0.0,6.0,1.0
23149,2007-07-25,SLAB.O,Silicon Laboratories Inc,2241783.0,37.98,35.95,-2.029999999999994,0.0,RTRS,1.0,0.0280425,0.115462,0.8564950000000001,1.0,1.0,0.0,14.0,1.0
23150,2007-07-25,SLAB.O,Silicon Laboratories Inc,2241783.0,37.98,35.95,-2.029999999999994,0.0,RTRS,0.0,0.0141482,0.810077,0.175775,1.0,1.0,0.0,12.0,1.0
23151,2007-07-25,SLAB.O,Silicon Laboratories Inc,2241783.0,37.98,35.95,-2.029999999999994,0.0,RTRS,0.0,0.177085,0.609651,0.213265,1.0,1.0,0.0,13.0,1.0
23152,2007-07-25,SLAB.O,Silicon Laboratories Inc,2241783.0,37.98,35.95,-2.029999999999994,0.0,RTRS,0.0,0.015940299999999998,0.8057350000000001,0.178325,1.0,1.0,0.0,12.0,1.0
23153,2007-07-25,SLAB.O,Silicon Laboratories Inc,2241783.0,37.98,35.95,-2.029999999999994,0.0,RTRS,0.0,0.011406,0.779748,0.208846,3.0,1.0,6041.0,599.0,41.0
23160,2007-07-25,SMTC.O,Semtech Corp,2187920.0,17.09,17.12,0.030000000000001137,1.0,RTRS,-1.0,0.747738,0.18069100000000002,0.0715714,3.0,6.0,2379.0,429.0,20.0
23161,2007-07-25,SNA.N,Snap-On Inc,2666500.0,52.77,55.61,2.8399999999999963,1.0,RTRS,1.0,0.307618,0.276439,0.415943,3.0,1.0,901.0,179.0,6.0
23165,2007-07-25,SNE.N,Sony Corp,1024250.0,52.1,52.31,0.21000000000000085,1.0,RTRS,-1.0,0.8189390000000001,0.125349,0.0557124,3.0,1.0,925.0,179.0,7.0
23166,2007-07-25,SNE.N,Sony Corp,1024250.0,52.1,52.31,0.21000000000000085,1.0,RTRS,0.0,0.0160562,0.9255180000000001,0.0584259,3.0,11.0,1905.0,352.0,14.0
23167,2007-07-25,SNE.N,Sony Corp,1024250.0,52.1,52.31,0.21000000000000085,1.0,RTRS,0.0,0.0268971,0.5515800000000001,0.421523,3.0,5.0,1410.0,265.0,11.0
23168,2007-07-25,SNE.N,Sony Corp,1024250.0,52.1,52.31,0.21000000000000085,1.0,RTRS,1.0,0.0568047,0.240709,0.702487,3.0,6.0,2288.0,415.0,17.0
23169,2007-07-25,SNE.N,Sony Corp,1024250.0,52.1,52.31,0.21000000000000085,1.0,RTRS,1.0,0.0466409,0.131525,0.8218340000000001,3.0,3.0,2897.0,540.0,19.0
23170,2007-07-25,SNE.N,Sony Corp,1024250.0,52.1,52.31,0.21000000000000085,1.0,RTRS,-1.0,0.799428,0.136683,0.0638885,3.0,23.0,7600.0,1392.0,92.0
23172,2007-07-25,SNP.N,China Petroleum & Chemical Corp,1025600.0,106.75,106.09,-0.6599999999999966,0.0,RTRS,-1.0,0.685331,0.114731,0.199938,3.0,0.0,2161.0,384.0,15.0
23174,2007-07-25,SNY.N,Sanofi SA,2033700.0,42.59,42.36,-0.23000000000000398,0.0,RTRS,1.0,0.049451999999999996,0.317885,0.632663,3.0,1.0,2202.0,231.0,20.0
23189,2007-07-25,SRZ.N,Sunrise Senior Living LLC,816600.0,38.62,37.43,-1.1899999999999977,0.0,PRN,-1.0,0.787706,0.143375,0.0689188,3.0,1.0,14616.0,2282.0,58.0
23190,2007-07-25,SRZ.N,Sunrise Senior Living LLC,816600.0,38.62,37.43,-1.1899999999999977,0.0,RTRS,1.0,0.0280752,0.115498,0.856427,1.0,1.0,0.0,7.0,1.0
23191,2007-07-25,SRZ.N,Sunrise Senior Living LLC,816600.0,38.62,37.43,-1.1899999999999977,0.0,RTRS,0.0,0.201299,0.601394,0.19730799999999998,1.0,1.0,0.0,17.0,1.0
23192,2007-07-25,SRZ.N,Sunrise Senior Living LLC,816600.0,38.62,37.43,-1.1899999999999977,0.0,RTRS,-1.0,0.819144,0.125228,0.0556283,1.0,1.0,0.0,20.0,1.0
23193,2007-07-25,SRZ.N,Sunrise Senior Living LLC,816600.0,38.62,37.43,-1.1899999999999977,0.0,RTRS,-1.0,0.819096,0.125256,0.055647699999999994,1.0,1.0,0.0,29.0,1.0
23194,2007-07-25,SRZ.N,Sunrise Senior Living LLC,816600.0,38.62,37.43,-1.1899999999999977,0.0,RTRS,0.0,0.408723,0.484254,0.10702300000000001,3.0,1.0,652.0,120.0,4.0
23195,2007-07-25,SRZ.N,Sunrise Senior Living LLC,816600.0,38.62,37.43,-1.1899999999999977,0.0,RTRS,-1.0,0.646073,0.30809899999999996,0.0458278,3.0,1.0,1949.0,365.0,14.0
23196,2007-07-25,SRZ.N,Sunrise Senior Living LLC,816600.0,38.62,37.43,-1.1899999999999977,0.0,RTRS,-1.0,0.431784,0.228921,0.33929499999999996,3.0,1.0,3122.0,585.0,24.0
23198,2007-07-25,SSL.N,Sasol Ltd,547800.0,40.03,40.43,0.3999999999999986,1.0,RTRS,1.0,0.04805209999999999,0.156682,0.795266,3.0,3.0,3406.0,642.0,22.0
23199,2007-07-25,SSL.N,Sasol Ltd,547800.0,40.03,40.43,0.3999999999999986,1.0,RTRS,-1.0,0.590713,0.3358,0.0734878,3.0,15.0,3337.0,588.0,25.0
23203,2007-07-25,STJ.N,St Jude Medical Inc,3321327.0,45.2,44.95,-0.25,0.0,BSW,1.0,0.30367,0.176317,0.5200130000000001,3.0,1.0,5861.0,964.0,39.0
23204,2007-07-25,STJ.N,St Jude Medical Inc,3321327.0,45.2,44.95,-0.25,0.0,RTRS,1.0,0.176324,0.39508499999999996,0.42858999999999997,1.0,1.0,0.0,13.0,1.0
23205,2007-07-25,STJ.N,St Jude Medical Inc,3321327.0,45.2,44.95,-0.25,0.0,RTRS,-1.0,0.629185,0.248146,0.122669,1.0,1.0,0.0,14.0,1.0
23206,2007-07-25,STJ.N,St Jude Medical Inc,3321327.0,45.2,44.95,-0.25,0.0,RTRS,1.0,0.0284709,0.115925,0.8556040000000001,1.0,1.0,0.0,18.0,1.0
23207,2007-07-25,STJ.N,St Jude Medical Inc,3321327.0,45.2,44.95,-0.25,0.0,RTRS,1.0,0.036645,0.12378299999999999,0.839572,1.0,1.0,0.0,23.0,1.0
23208,2007-07-25,STJ.N,St Jude Medical Inc,3321327.0,45.2,44.95,-0.25,0.0,RTRS,0.0,0.011740700000000001,0.699016,0.289244,3.0,2.0,559.0,113.0,5.0
23210,2007-07-25,STLD.O,Steel Dynamics Inc,3729989.0,46.59,44.93,-1.6600000000000037,0.0,RTRS,0.0,0.011288600000000001,0.7872560000000001,0.201455,3.0,0.0,274.0,63.0,4.0
23211,2007-07-25,STM.N,STMicroelectronics NV,7126600.0,17.93,17.35,-0.5799999999999983,0.0,RTRS,-1.0,0.819144,0.125228,0.0556283,1.0,0.0,0.0,9.0,1.0
23212,2007-07-25,STM.N,STMicroelectronics NV,7126600.0,17.93,17.35,-0.5799999999999983,0.0,RTRS,0.0,0.0141482,0.810077,0.175775,3.0,0.0,53.0,10.0,2.0
